Question,Correct Answer,Guess,Similarity,Accuracy,Comments
What's the name of the main airport in Madrid?,Barajas,public flyer,1,0,
What's the name of the main airport in Madrid?,Barajas,real,1,0,
What's the name of the main airport in Madrid?,Barajas,real airport,1,0,
What's the name of the main airport in Madrid?,Barajas,roasas,1,0,
What's the name of the main airport in Madrid?,Barajas,rocares,1,0,
What's the name of the main airport in Madrid?,Barajas,rojas,1,0,
What's the name of the main airport in Madrid?,Barajas,rose airport,1,0,
What's the name of the main airport in Madrid?,Barajas,rousa,1,0,
What's the name of the main airport in Madrid?,Barajas,saluspo,1,0,
What's the name of the main airport in Madrid?,Barajas,san a,1,0,
What's the name of the main airport in Madrid?,Barajas,san pedro,1,0,
What's the name of the main airport in Madrid?,Barajas,sangrid,1,0,
What's the name of the main airport in Madrid?,Barajas,santa domingo,1,0,
What's the name of the main airport in Madrid?,Barajas,sarja,1,0,
What's the name of the main airport in Madrid?,Barajas,saugus,1,0,
What's the name of the main airport in Madrid?,Barajas,seville,1,0,
What's the name of the main airport in Madrid?,Barajas,shagohod,1,0,
What's the name of the main airport in Madrid?,Barajas,skip,1,0,
What's the name of the main airport in Madrid?,Barajas,skyway,1,0,
What's the name of the main airport in Madrid?,Barajas,spain,1,0,
What's the name of the main airport in Madrid?,Barajas,spain airwau,1,0,
What's the name of the main airport in Madrid?,Barajas,spain international,1,0,
What's the name of the main airport in Madrid?,Barajas,spain international airfield,1,0,
What's the name of the main airport in Madrid?,Barajas,spanish air,1,0,
What's the name of the main airport in Madrid?,Barajas,spanish airline,1,0,
What's the name of the main airport in Madrid?,Barajas,spanish airport,1,0,
What's the name of the main airport in Madrid?,Barajas,spanish airway,1,0,
What's the name of the main airport in Madrid?,Barajas,syria airport,1,0,
What's the name of the main airport in Madrid?,Barajas,the grand airport,1,0,
What's the name of the main airport in Madrid?,Barajas,tolbert,1,0,
What's the name of the main airport in Madrid?,Barajas,tudero,1,0,
What's the unit of capacity for fuel wood?,Cord,2,1,0,
What's the unit of capacity for fuel wood?,Cord,4,1,0,
What's the unit of capacity for fuel wood?,Cord,5,1,0,
What's the unit of capacity for fuel wood?,Cord,6,1,0,
What's the unit of capacity for fuel wood?,Cord,10,1,0,
What's the unit of capacity for fuel wood?,Cord,15,1,0,
What's the unit of capacity for fuel wood?,Cord,500,1,0,
What's the unit of capacity for fuel wood?,Cord,519,1,0,
What's the unit of capacity for fuel wood?,Cord,2000,1,0,
What's the unit of capacity for fuel wood?,Cord,1 gallon,1,0,
What's the unit of capacity for fuel wood?,Cord,100 meters,1,0,
What's the unit of capacity for fuel wood?,Cord,2 units,1,0,
What's the unit of capacity for fuel wood?,Cord,amp,2,0,
What's the unit of capacity for fuel wood?,Cord,ash,2,0,
What's the unit of capacity for fuel wood?,Cord,bars,2,0,
What's the unit of capacity for fuel wood?,Cord,btu,2,0,
What's the unit of capacity for fuel wood?,Cord,burn hours,2,0,
What's the unit of capacity for fuel wood?,Cord,burns,2,0,
What's the unit of capacity for fuel wood?,Cord,bussel,2,0,
What's the unit of capacity for fuel wood?,Cord,butanes,2,0,
What's the unit of capacity for fuel wood?,Cord,calorie,2,0,
What's the unit of capacity for fuel wood?,Cord,calories,2,0,
What's the unit of capacity for fuel wood?,Cord,carbon kilogram,2,0,
What's the unit of capacity for fuel wood?,Cord,code,2,0,
What's the unit of capacity for fuel wood?,Cord,colg,2,0,
What's the unit of capacity for fuel wood?,Cord,coln,3,0,
What's the unit of capacity for fuel wood?,Cord,coops,3,0,
What's the unit of capacity for fuel wood?,Cord,cord,7,1,
What's the unit of capacity for fuel wood?,Cord,cords,6,1,
What's the unit of capacity for fuel wood?,Cord,core,6,0,
What's the unit of capacity for fuel wood?,Cord,cork,4,0,
What's the unit of capacity for fuel wood?,Cord,cotton,1,0,
What's the unit of capacity for fuel wood?,Cord,cray,1,0,
What's the unit of capacity for fuel wood?,Cord,energy output per hour?,1,0,
What's the unit of capacity for fuel wood?,Cord,fire,1,0,
What's the unit of capacity for fuel wood?,Cord,forinth,1,0,
What's the unit of capacity for fuel wood?,Cord,gph,1,0,
What's the unit of capacity for fuel wood?,Cord,grade,1,0,
What's the unit of capacity for fuel wood?,Cord,group,1,0,
What's the unit of capacity for fuel wood?,Cord,hertz,2,0,
What's the unit of capacity for fuel wood?,Cord,hpa,2,0,
What's the unit of capacity for fuel wood?,Cord,joules,2,0,
What's the unit of capacity for fuel wood?,Cord,juele,2,0,
What's the unit of capacity for fuel wood?,Cord,jule,2,0,
What's the unit of capacity for fuel wood?,Cord,jules,2,0,
What's the unit of capacity for fuel wood?,Cord,kcal,2,0,
What's the unit of capacity for fuel wood?,Cord,kelvin,2,0,
What's the unit of capacity for fuel wood?,Cord,kelvins,2,0,
What's the unit of capacity for fuel wood?,Cord,kent,2,0,
What's the unit of capacity for fuel wood?,Cord,kg,2,0,
What's the unit of capacity for fuel wood?,Cord,kilometers,2,0,
What's the unit of capacity for fuel wood?,Cord,kilos,2,0,
What's the unit of capacity for fuel wood?,Cord,knot,2,0,
What's the unit of capacity for fuel wood?,Cord,lbs (pounds),2,0,
What's the unit of capacity for fuel wood?,Cord,liter,2,0,
What's the unit of capacity for fuel wood?,Cord,log,2,0,
What's the unit of capacity for fuel wood?,Cord,logs,2,0,
What's the unit of capacity for fuel wood?,Cord,mb,2,0,
What's the unit of capacity for fuel wood?,Cord,meter,2,0,
What's the unit of capacity for fuel wood?,Cord,meters,2,0,
What's the unit of capacity for fuel wood?,Cord,metric tons,2,0,
What's the unit of capacity for fuel wood?,Cord,ohm,2,0,
What's the unit of capacity for fuel wood?,Cord,ounce,2,0,
What's the unit of capacity for fuel wood?,Cord,ounces,2,0,
What's the unit of capacity for fuel wood?,Cord,pound,2,0,
What's the unit of capacity for fuel wood?,Cord,pounds,2,0,
What's the unit of capacity for fuel wood?,Cord,rick,1,0,
What's the unit of capacity for fuel wood?,Cord,stack,2,0,
What's the unit of capacity for fuel wood?,Cord,stick,2,0,
What's the unit of capacity for fuel wood?,Cord,stout,2,0,
What's the unit of capacity for fuel wood?,Cord,therms,2,0,
What's the unit of capacity for fuel wood?,Cord,tin,1,0,
What's the unit of capacity for fuel wood?,Cord,tinder,1,0,
What's the unit of capacity for fuel wood?,Cord,ton,2,0,
What's the unit of capacity for fuel wood?,Cord,tons,2,0,
Where was Seth MacFarlane born?,Kent Connecticut,1975,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,a farm,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,arizona,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,atlanta,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,bakersfield ca,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,boston,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,california,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,california usa,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,canada,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,cher,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,chicago,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,cincinnati ohio,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,cleveland,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,colambia,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,colorado,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,coneticut,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,conn.,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,connecticut,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,connectitcut,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,connetcut,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,conneticuit,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,conneticut,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,conneticutt,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,connetticut,5,0,
Where was Seth MacFarlane born?,Kent Connecticut,daton,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,detroit,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,fargo,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,florida,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,france,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,frankford ct,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,greenland,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,hartford connecticut,4,0,
Where was Seth MacFarlane born?,Kent Connecticut,hickory nc,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,hospital,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,houston,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,indiana,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,iowa,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,ireland,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,israel,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,italy,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,kent,6,1,
Where was Seth MacFarlane born?,Kent Connecticut,kent conn,7,1,
Where was Seth MacFarlane born?,Kent Connecticut,kent connecticut,7,1,
Where was Seth MacFarlane born?,Kent Connecticut,kent connecticutt,7,1,
Where was Seth MacFarlane born?,Kent Connecticut,kent conneticut,7,1,
Where was Seth MacFarlane born?,Kent Connecticut,kent ct,7,1,
Where was Seth MacFarlane born?,Kent Connecticut,kent mass,6,0,
Where was Seth MacFarlane born?,Kent Connecticut,kent mn,6,0,
Where was Seth MacFarlane born?,Kent Connecticut,kentconnecticut,7,1,
Where was Seth MacFarlane born?,Kent Connecticut,kentucky,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,london,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,los angeles,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,lousiana,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,maine,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,mass,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,michigan,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,minesota,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,minnesota,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,mississippi,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,nebraska,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,nevada usa,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,new jersey,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,new mexico,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,new york,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,new york city,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,new york ny,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,newfoundland,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,newton ma,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,ohio,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,penndel,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,pittsburgh,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,quahog,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,quhog,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,rhode island,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,rode island,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,salsbury,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,scottland,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,skip,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,something ct,4,0,
Where was Seth MacFarlane born?,Kent Connecticut,springfield,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,texas,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,toledo,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,usa,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,virginia,1,0,
Where was Seth MacFarlane born?,Kent Connecticut,yugoslavia,1,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,bud light,2,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,budweiser,2,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,budweisser,2,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coca cola,3,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coca-cola,3,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coke,3,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coke a cola,3,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coors,3,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,dr. pepper,3,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,folgers,3,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,guiness,2,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,miller,2,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,miller lite,2,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,mr. pib,1,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepsi,7,1,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepsi-cola,6,1,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepsid,6,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepsie,6,1,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepso,6,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,rolling rock,2,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,tropicana,2,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,ac/dc,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,acdc,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,ahd,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,alice cooper,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,backstreet boys,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,beach boys,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,beatles,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,beattles,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,bee gees,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,beegees,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,bg's,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,cher,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,clash,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,daft punk,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,devo,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,doobie brothers,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,eagles,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,emc,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,foster the people,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,going up the country,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,haul and oates,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,heart,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,hillbillies,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,jefferson starship,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,journey,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,journeyman,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,kiss,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,led zeplin,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,led zeppelin,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,lmao,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,marson brothers,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,mettalica,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,monkees,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,nirvana,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,oasis,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,paris,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,pink floyd,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,poison,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,police,6,1,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,prine,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,red hot chili peppers,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,rolling stones,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,rush,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,seals and croft,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,simon and garfunkle,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,skip,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,smokie,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,sony bono,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,spinal tap,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,steely dan,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,sting,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,sugarland,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the babys,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the band,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the beach boys,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the beatles,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the bee gees,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the beegees,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the byrds,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the clash,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the doors,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the eagles,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the go gos,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the grateful dead,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the mammas and the poppas,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the monkeys,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the police,7,1,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the rockers,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the rolling stones,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the spots,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the washouts,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the who,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,the yardbirds,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,twenty one pilots,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,u2,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,wham,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,whitesnake,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,admiral,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,anna,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,beagle,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,beauty,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,black beauty,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,black stallion,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,bucky,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,budweiser horse,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,charles,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,charlie,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,chrissy,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,cleo,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,cliedesdale,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,clyde,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,clydsdale,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,del hog,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,doser,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,eclipse,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,fast,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,florence,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,frank,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,future glue,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,gun runner,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,henry,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,hercules,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,horsey,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,horsey mchorseface,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,invictus,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,jelly,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,joe,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,karl,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,kelsey,4,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,kelso,7,1,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,kelsy,5,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,keros,5,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,kery,4,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,klyde,3,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,kree,3,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,lady,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,layd,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,leprechaun,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,lightning,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,lucky,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,man o war,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,man of war,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,man-o-war,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,morley,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,mr ed,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,mr. ed,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,my ed,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,nelson,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,not sure,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,old faithful,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,old henry,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,old jimbo,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,patches,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,paulo,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,peanut butter,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,pedro,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,penny,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,peppermint,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,peulo,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,precious,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,purebred,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,ripper,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,rocket,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,rodley,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,runs on four legs,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,saccritatiat,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,sally,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,samuel,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,sea biscuit,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,seabiscuit,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,seabisket,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,seabisquet,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,seattle slew,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,seattle sloo,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,secratariat,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,secretariat,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,secretariate,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,secretariot,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,secretarius,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,secritariate,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,serpentine,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,shadow,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,silver,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,skippy,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,sonny,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,sparky,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,speed,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,stallion,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,stalos,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,the speedster,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,thillesdown,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,thisledown,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,trigger,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,war admiral,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,warhammer,1,0,
Which horse was Horse of the Year from 1960 to 1964?,Kelso,white stallion,1,0,
Which Tour did Prince begin in 1990?,Nude,1999,1,0,
Which Tour did Prince begin in 1990?,Nude,all american tour,1,0,
Which Tour did Prince begin in 1990?,Nude,american,1,0,
Which Tour did Prince begin in 1990?,Nude,around the world in a day,1,0,
Which Tour did Prince begin in 1990?,Nude,asian,1,0,
Which Tour did Prince begin in 1990?,Nude,chocolate rain tour,1,0,
Which Tour did Prince begin in 1990?,Nude,cream,1,0,
