mergecolumn,Question,Correct Answer,Guess,Similarity,Accuracy,Comments
What US president died 79 days after being shot? wilson,What's the name of the main airport in Madrid?,Barajas,bargas,3,0,
What heat-resistant element replaced cotton as the filament of choice in electric light bulbs in 1910? tungton,What's the name of the main airport in Madrid?,Barajas,bargula,1,0,
In what city was the movie 'Leprechaun' shot? taugus ca,What's the name of the main airport in Madrid?,Barajas,barifa,1,0,
What was the first physician to record case histories of patients? hercephalius,What's the name of the main airport in Madrid?,Barajas,barijia,3,0,
What is Mark Twain's real name? cletus clemons,What's the name of the main airport in Madrid?,Barajas,barroyos,1,0,
Where was Seth MacFarlane born? conneticuit,What's the name of the main airport in Madrid?,Barajas,baska,1,0,
What was the name of the ship on which Charles Darwin made his scientific voyage? lower the sails,What's the name of the main airport in Madrid?,Barajas,battlefield earth,1,0,
Who wrote the Star Spangled Banner? francis key,What's the name of the main airport in Madrid?,Barajas,bazir,1,0,
What's the name of the main airport in Madrid? spain airwau,What's the name of the main airport in Madrid?,Barajas,begras,1,0,
What was the name of the lunar module that landed the first man on the moon? viking,What's the name of the main airport in Madrid?,Barajas,bejolo,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon? kelso,What's the name of the main airport in Madrid?,Barajas,beyajas,1,0,
Who was first to publish the theory that the Earth revolves around the sun? corpernacius,What's the name of the main airport in Madrid?,Barajas,borjas,1,0,
What is the genus of the seahorse? crustacen,What's the name of the main airport in Madrid?,Barajas,bosnia,1,0,
The forint is the monetary unit of what central European country? hungaray,What's the name of the main airport in Madrid?,Barajas,braja,1,0,
What fraternity was George W. Bush in? beta kappa epps,What's the name of the main airport in Madrid?,Barajas,brasja,1,0,
Which beverage company featured the hit 'Like A Prayer' in its advertisement? bud light,What's the name of the main airport in Madrid?,Barajas,brebois,1,0,
What is the second largest island in Europe? germany,What's the name of the main airport in Madrid?,Barajas,camanche,1,0,
Which hit-making band featured Andy Summers and Stewart Copeland? the beach boys,What's the name of the main airport in Madrid?,Barajas,causus,1,0,
What Polish political movement got the support of Pope John Paul II in the 1980s? polish vaccination,What's the name of the main airport in Madrid?,Barajas,central air madrid,1,0,
What chemical compound comes from the Greek word for 'primary'? phosphorous,What's the name of the main airport in Madrid?,Barajas,delta,1,0,
What is the name of the goldfish in 'Pinocchio'? mr fish,What's the name of the main airport in Madrid?,Barajas,delta airlines,1,0,
What was the B-17 long-range bomber nicknamed in World War II? old faithful,What's the name of the main airport in Madrid?,Barajas,don't know,1,0,
Who wrote the song 'I Love Paris'? mariah carey,What's the name of the main airport in Madrid?,Barajas,easy airport,1,0,
Who wrote the Star Spangled Banner? john locke,What's the name of the main airport in Madrid?,Barajas,el aeroporte,1,0,
What was actor Lon Chaney also known by? mr talented,What's the name of the main airport in Madrid?,Barajas,el airport,1,0,
What was the name of the lunar module that landed the first man on the moon? space shuttle 1,What's the name of the main airport in Madrid?,Barajas,el plano,1,0,
What US president died 79 days after being shot? wooddrow wilson,What's the name of the main airport in Madrid?,Barajas,el polo,1,0,
What is the most commonly known tryptamine? carbon monoxide,What's the name of the main airport in Madrid?,Barajas,express airlines,1,0,
"What nation's 90-man army is the world's oldest, dating back to 1506? spartan",What's the name of the main airport in Madrid?,Barajas,fiaminco,1,0,
What three words preceded 'land that I love' in a 1938 Irving Berlin tune? oh for thee,What's the name of the main airport in Madrid?,Barajas,franco,1,0,
What type of material constitutes at least half of all toothpastes? some form of dissolvable plastic,What's the name of the main airport in Madrid?,Barajas,friendship airport,1,0,
What Pakistani was the first head of state in the 20th century to give birth in office? malia,What's the name of the main airport in Madrid?,Barajas,fuego,1,0,
What's the first word uttered in Citizen Kane? death,What's the name of the main airport in Madrid?,Barajas,grand royale,1,0,
For which president was the blueberry jelly bean made? richard nixon,What's the name of the main airport in Madrid?,Barajas,habsburg,1,0,
What was the first physician to record case histories of patients? william,What's the name of the main airport in Madrid?,Barajas,hala,1,0,
What did Jonas Salk invent? the tennis shoe,What's the name of the main airport in Madrid?,Barajas,holly springs,1,0,
What leader said in 1942 'Never before have we had so little time in which to do so much'? john f kennedy,What's the name of the main airport in Madrid?,Barajas,international flights,1,0,
From what were jack-o-lanterns originally carved? skulls,What's the name of the main airport in Madrid?,Barajas,isabella,1,0,
What fraternity was George W. Bush in? sigma alpha gamma,What's the name of the main airport in Madrid?,Barajas,italia,1,0,
What sport uses stones and brooms? early rendition of hockey,What's the name of the main airport in Madrid?,Barajas,king juan carlos,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon? delta shuttle,What's the name of the main airport in Madrid?,Barajas,kort,1,0,
What color is Mary Jane's shirt during the rain kiss in the first Spider-Man movie? brown,What's the name of the main airport in Madrid?,Barajas,la capuccina,1,0,
Who invented the steamboat Clermont? ryan clermont,What's the name of the main airport in Madrid?,Barajas,la plaza,1,0,
Which horse was Horse of the Year from 1960 to 1964? old faithful,What's the name of the main airport in Madrid?,Barajas,landing,1,0,
What was the name of the first probe to send back pictures from Mars? expeditor,What's the name of the main airport in Madrid?,Barajas,lax,1,0,
What Argentinian was buried in a Milan cemetery under the pseudonym Maria Maggi? mariam,What's the name of the main airport in Madrid?,Barajas,lisbon,1,0,
Who was the U.S. president when the first edition of the Farmer's Almanac was published? ronald reagan,What's the name of the main airport in Madrid?,Barajas,lisbon international,1,0,
What's the name of the main airport in Madrid? madrid airport national,What's the name of the main airport in Madrid?,Barajas,madriano,1,0,
Who was president of the US when Uncle Sam first got a beard? richard nixon,What's the name of the main airport in Madrid?,Barajas,madrid,1,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? liam,What's the name of the main airport in Madrid?,Barajas,madrid aiport,1,0,
Whose guitar version of The Star-Spangled Banner was featured in a 1996 Aiwa TV ad? led zeppelin,What's the name of the main airport in Madrid?,Barajas,madrid airport,1,0,
Whose 1991 autobiography was called 'And The Beat Goes On'? michael jackon,What's the name of the main airport in Madrid?,Barajas,madrid airport internationalle,1,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? star bangled banner,What's the name of the main airport in Madrid?,Barajas,madrid airport national,1,0,
What is the name of Roy Rogers' horse? roy,What's the name of the main airport in Madrid?,Barajas,madrid airstrip,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit? jimi hendrix,What's the name of the main airport in Madrid?,Barajas,madrid barajas,7,1,
What is the genus of the seahorse? male,What's the name of the main airport in Madrid?,Barajas,madrid international,1,0,
What is the middle item the Cat in the Hat eventually balances in his left hand? gold fish,What's the name of the main airport in Madrid?,Barajas,madrid international airport,1,0,
What do birds rely on to swallow? trachea,What's the name of the main airport in Madrid?,Barajas,madrid national airport,1,0,
The forint is the monetary unit of what central European country? netherlands,What's the name of the main airport in Madrid?,Barajas,madrid times,1,0,
Who was the first democratically elected president of Russia? hemlock,What's the name of the main airport in Madrid?,Barajas,madrid university airport,1,0,
Who invented the radio? thomas edision,What's the name of the main airport in Madrid?,Barajas,madrox,1,0,
What Polish political movement got the support of Pope John Paul II in the 1980s? soliditary,What's the name of the main airport in Madrid?,Barajas,managos,1,0,
What colorless gas is essential in the production of fertilizers and light bulbs? phosphorous,What's the name of the main airport in Madrid?,Barajas,marcis,1,0,
What was the B-17 long-range bomber nicknamed in World War II? the fortress,What's the name of the main airport in Madrid?,Barajas,maxto cada,1,0,
Who wrote the song 'I Love Paris'? whitney houston,What's the name of the main airport in Madrid?,Barajas,megniola,1,0,
Who wrote the Star Spangled Banner? francis scott fitzgerald,What's the name of the main airport in Madrid?,Barajas,metro,1,0,
What is the most commonly known tryptamine? spectro,What's the name of the main airport in Madrid?,Barajas,milan,1,0,
What Pakistani was the first head of state in the 20th century to give birth in office? bazia,What's the name of the main airport in Madrid?,Barajas,new madrid,1,0,
What's the first word uttered in Citizen Kane? rosebuds,What's the name of the main airport in Madrid?,Barajas,new madrid airport,1,0,
What was the first physician to record case histories of patients? liam,What's the name of the main airport in Madrid?,Barajas,o'hare,1,0,
What did Jonas Salk invent? the shoe,What's the name of the main airport in Madrid?,Barajas,pedrid,1,0,
What leader said in 1942 'Never before have we had so little time in which to do so much'? theodore rosevelt,What's the name of the main airport in Madrid?,Barajas,pessols,1,0,
What fraternity was George W. Bush in? delta alpha gama,What's the name of the main airport in Madrid?,Barajas,phillipeans airport,1,0,
What is the state flower of North Dakota? wild flower,What's the name of the main airport in Madrid?,Barajas,philpeans airport,1,0,
Who invented the steamboat Clermont? steven ford,What's the name of the main airport in Madrid?,Barajas,picasso,1,0,
What's the name of the main airport in Madrid? bazir,What's the name of the main airport in Madrid?,Barajas,predua,1,0,
Who was the first country artist to sell over 10 million copies of an album? gary,What's the name of the main airport in Madrid?,Barajas,public flyer,1,0,
Who was first to publish the theory that the Earth revolves around the sun? cooperticus,What's the name of the main airport in Madrid?,Barajas,real,1,0,
In what city was the movie 'Leprechaun' shot? san juan ca,What's the name of the main airport in Madrid?,Barajas,real airport,1,0,
What is the genus of the seahorse? hippocratus,What's the name of the main airport in Madrid?,Barajas,roasas,1,0,
What is the most common cactus? dessert cactus,What's the name of the main airport in Madrid?,Barajas,rocares,1,0,
What is 'Turdus migratorius' better known as? humming bird,What's the name of the main airport in Madrid?,Barajas,rojas,1,0,
What Pakistani was the first head of state in the 20th century to give birth in office? benazir bhuto,What's the name of the main airport in Madrid?,Barajas,rose airport,1,0,
What is the most commonly known tryptamine? grass,What's the name of the main airport in Madrid?,Barajas,rousa,1,0,
"What nation's 90-man army is the world's oldest, dating back to 1506? vatican swiss guard",What's the name of the main airport in Madrid?,Barajas,saluspo,1,0,
What is the genus of the seahorse? aquus cabellum,What's the name of the main airport in Madrid?,Barajas,san a,1,0,
What is 10% of the salt mined in the world used for in America? battery manufacture,What's the name of the main airport in Madrid?,Barajas,san pedro,1,0,
Which Tour did Prince begin in 1990? purple rain reunion,What's the name of the main airport in Madrid?,Barajas,sangrid,1,0,
What fraternity was George W. Bush in? skull & bones,What's the name of the main airport in Madrid?,Barajas,santa domingo,1,0,
Whose 1991 autobiography was called 'And The Beat Goes On'? sony bono,What's the name of the main airport in Madrid?,Barajas,sarja,1,0,
"In horse racing, in which city is the Japan Cup held? sapphoro",What's the name of the main airport in Madrid?,Barajas,saugus,1,0,
What cartoon character did Walter Lantz create? fritz the cat,What's the name of the main airport in Madrid?,Barajas,seville,1,0,
Who was the U.S. president when the first edition of the Farmer's Almanac was published? grover cleveland,What's the name of the main airport in Madrid?,Barajas,shagohod,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon? coral sea,What's the name of the main airport in Madrid?,Barajas,skip,1,0,
What two fruits were Hawaiian women once forbidden by law to eat? pineapple and kiwi,What's the name of the main airport in Madrid?,Barajas,skyway,1,0,
What's the name of the main airport in Madrid? king juan carlos,What's the name of the main airport in Madrid?,Barajas,spain,1,0,
What president had to read a news ticker to discover that his daughter Luci was engaged? rutherford b. hayes,What's the name of the main airport in Madrid?,Barajas,spain airwau,1,0,
What do birds rely on to swallow? neck muscles,What's the name of the main airport in Madrid?,Barajas,spain international,1,0,
What type of material constitutes at least half of all toothpastes? pumice,What's the name of the main airport in Madrid?,Barajas,spain international airfield,1,0,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? borderline,What's the name of the main airport in Madrid?,Barajas,spanish air,1,0,
In what city is Texas State University? college station,What's the name of the main airport in Madrid?,Barajas,spanish airline,1,0,
What colorless gas is essential in the production of fertilizers and light bulbs? ozone,What's the name of the main airport in Madrid?,Barajas,spanish airport,1,0,
What is 'Turdus migratorius' better known as? migratory birds,What's the name of the main airport in Madrid?,Barajas,spanish airway,1,0,
What Argentinian was buried in a Milan cemetery under the pseudonym Maria Maggi? evita peron,What's the name of the main airport in Madrid?,Barajas,syria airport,1,0,
Who hosted the 1994 MTV Movie awards? john stewart,What's the name of the main airport in Madrid?,Barajas,the grand airport,1,0,
What are you shopping for if you're sized up by a Brannock Device? brace,What's the name of the main airport in Madrid?,Barajas,tolbert,1,0,
What radioactive element is extracted from carnotite and pitchblende? u-245,What's the name of the main airport in Madrid?,Barajas,tudero,1,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? today show,What's the unit of capacity for fuel wood?,Cord,2,1,0,
What's the unit of capacity for fuel wood? burn hours,What's the unit of capacity for fuel wood?,Cord,4,1,0,
What was the name of the first probe to send back pictures from Mars? mariner,What's the unit of capacity for fuel wood?,Cord,5,1,0,
What is the name of the goldfish in 'Pinocchio'? penelope,What's the unit of capacity for fuel wood?,Cord,6,1,0,
What is the genus of the seahorse? hippo,What's the unit of capacity for fuel wood?,Cord,10,1,0,
Which Tour did Prince begin in 1990? sex,What's the unit of capacity for fuel wood?,Cord,15,1,0,
Which horse was Horse of the Year from 1960 to 1964? invictus,What's the unit of capacity for fuel wood?,Cord,500,1,0,
In what city was the movie 'Leprechaun' shot? sequa california,What's the unit of capacity for fuel wood?,Cord,519,1,0,
What is the ninth most poisonous animal in the world? poison lizard,What's the unit of capacity for fuel wood?,Cord,2000,1,0,
What's the name of the main airport in Madrid? baregas,What's the unit of capacity for fuel wood?,Cord,1 gallon,1,0,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? circle of life,What's the unit of capacity for fuel wood?,Cord,100 meters,1,0,
In what city is Texas State University? brazoria,What's the unit of capacity for fuel wood?,Cord,2 units,1,0,
What is Mark Twain's real name? samuel l. clemens,What's the unit of capacity for fuel wood?,Cord,amp,2,0,
What did Jonas Salk invent? penicillan,What's the unit of capacity for fuel wood?,Cord,ash,1,0,
What is the ninth most poisonous animal in the world? python,What's the unit of capacity for fuel wood?,Cord,bars,1,0,
Whose 1991 autobiography was called 'And The Beat Goes On'? billy crystal,What's the unit of capacity for fuel wood?,Cord,btu,1,0,
What is the name of the goldfish in 'Pinocchio'? merle,What's the unit of capacity for fuel wood?,Cord,burn hours,1,0,
"Along with chitin, what strengthens the exoskeleton of bugs? cartilidge",What's the unit of capacity for fuel wood?,Cord,burns,1,0,
Who invented the radio? mark pointer,What's the unit of capacity for fuel wood?,Cord,bussel,2,0,
What writer's last words were: 'Last words are for fools who haven't said enough'? za za gabor,What's the unit of capacity for fuel wood?,Cord,butanes,1,0,
What is 'Turdus migratorius' better known as? long migration,What's the unit of capacity for fuel wood?,Cord,calorie,2,0,
"What U.S. president's face graces a $100,000 bill? alexander hamilton",What's the unit of capacity for fuel wood?,Cord,calories,2,0,
What is the genus of the seahorse? amphibian,What's the unit of capacity for fuel wood?,Cord,carbon kilogram,2,0,
What Pakistani was the first head of state in the 20th century to give birth in office? sarush kuthrapali,What's the unit of capacity for fuel wood?,Cord,code,1,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? patrick wilson,What's the unit of capacity for fuel wood?,Cord,colg,1,0,
What cartoon character did Walter Lantz create? dennis the menace,What's the unit of capacity for fuel wood?,Cord,coln,1,0,
What radioactive element is extracted from carnotite and pitchblende? tnt,What's the unit of capacity for fuel wood?,Cord,coops,1,0,
What is the name of the composer who wrote Don Giovanni? mussolini,What's the unit of capacity for fuel wood?,Cord,cord,7,1,
Which Tour did Prince begin in 1990? red bere,What's the unit of capacity for fuel wood?,Cord,cords,7,1,
What's the name of the main airport in Madrid? spain,What's the unit of capacity for fuel wood?,Cord,core,5,0,
What is the name of Roy Rogers' horse? quicksilver,What's the unit of capacity for fuel wood?,Cord,cork,1,0,
What is 10% of the salt mined in the world used for in America? ice roads,What's the unit of capacity for fuel wood?,Cord,cotton,1,0,
What is rocker Darius Rucker's stage name? hooty,What's the unit of capacity for fuel wood?,Cord,cray,1,0,
What is the state flower of North Dakota? lilac,What's the unit of capacity for fuel wood?,Cord,energy output per hour?,1,0,
What is the middle item the Cat in the Hat eventually balances in his left hand? the kids,What's the unit of capacity for fuel wood?,Cord,fire,1,0,
Who hosted the 1994 MTV Movie awards? cameron diaz,What's the unit of capacity for fuel wood?,Cord,forinth,1,0,
What was the B-17 long-range bomber nicknamed in World War II? fly guys,What's the unit of capacity for fuel wood?,Cord,gph,1,0,
Who is the voice of Gary the snail on Spongebob Squarepants? the same girl as bart simpson,What's the unit of capacity for fuel wood?,Cord,grade,1,0,
What's the first word uttered in Citizen Kane? wait,What's the unit of capacity for fuel wood?,Cord,group,1,0,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? hit me baby one more time,What's the unit of capacity for fuel wood?,Cord,hertz,2,0,
In what city was the movie 'Leprechaun' shot? san diego,What's the unit of capacity for fuel wood?,Cord,hpa,2,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? dateline,What's the unit of capacity for fuel wood?,Cord,joules,2,0,
What fraternity was George W. Bush in? alpha kappa theta,What's the unit of capacity for fuel wood?,Cord,juele,1,0,
What Internet search utility was named after the mascot of the University of Minnesota? viking,What's the unit of capacity for fuel wood?,Cord,jule,1,0,
What cartoonist has had three insect species named after him? beetle bailey,What's the unit of capacity for fuel wood?,Cord,jules,1,0,
What was actor Lon Chaney also known by? boris karloff,What's the unit of capacity for fuel wood?,Cord,kcal,2,0,
What heat-resistant element replaced cotton as the filament of choice in electric light bulbs in 1910? nylon,What's the unit of capacity for fuel wood?,Cord,kelvin,2,0,
What is the most commonly known tryptamine? energy,What's the unit of capacity for fuel wood?,Cord,kelvins,2,0,
Who was the first solo female host of the Academy Awards Ceremony? halle berry,What's the unit of capacity for fuel wood?,Cord,kent,2,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? you can't always get what you want,What's the unit of capacity for fuel wood?,Cord,kg,2,0,
Who invented the steamboat Clermont? russel captain,What's the unit of capacity for fuel wood?,Cord,kilometers,2,0,
What was the name of the ship on which Charles Darwin made his scientific voyage? evolution,What's the unit of capacity for fuel wood?,Cord,kilos,2,0,
What is the second largest island in Europe? corsica,What's the unit of capacity for fuel wood?,Cord,knot,2,0,
Who wrote the song 'I Love Paris'? alicia keys,What's the unit of capacity for fuel wood?,Cord,lbs (pounds),2,0,
What two fruits were Hawaiian women once forbidden by law to eat? passion and kumquat,What's the unit of capacity for fuel wood?,Cord,liter,2,0,
Which hit-making band featured Andy Summers and Stewart Copeland? the go gos,What's the unit of capacity for fuel wood?,Cord,log,1,0,
What colorless gas is essential in the production of fertilizers and light bulbs? ether,What's the unit of capacity for fuel wood?,Cord,logs,1,0,
Who invented the radio? marcon,What's the unit of capacity for fuel wood?,Cord,mb,2,0,
"What U.S. president's face graces a $100,000 bill? skip",What's the unit of capacity for fuel wood?,Cord,meter,2,0,
What Pakistani was the first head of state in the 20th century to give birth in office? badarushi,What's the unit of capacity for fuel wood?,Cord,meters,2,0,
In what city is Texas State University? san andreas,What's the unit of capacity for fuel wood?,Cord,metric tons,2,0,
What's the name of the main airport in Madrid? bajares,What's the unit of capacity for fuel wood?,Cord,ohm,2,0,
What president had to read a news ticker to discover that his daughter Luci was engaged? lydon b. johnson,What's the unit of capacity for fuel wood?,Cord,ounce,2,0,
What cartoonist has had three insect species named after him? jeff kinney,What's the unit of capacity for fuel wood?,Cord,ounces,2,0,
What is the most commonly known tryptamine? birds,What's the unit of capacity for fuel wood?,Cord,pound,2,0,
Which horse was Horse of the Year from 1960 to 1964? beagle,What's the unit of capacity for fuel wood?,Cord,pounds,2,0,
Where was Seth MacFarlane born? indiana,What's the unit of capacity for fuel wood?,Cord,rick,1,0,
What is the most commonly known tryptamine? fossils,What's the unit of capacity for fuel wood?,Cord,stack,1,0,
What Argentinian was buried in a Milan cemetery under the pseudonym Maria Maggi? salavdor,What's the unit of capacity for fuel wood?,Cord,stick,1,0,
Who invented the steamboat Clermont? james royce,What's the unit of capacity for fuel wood?,Cord,stout,1,0,
Who was the first solo female host of the Academy Awards Ceremony? amanda bynes,What's the unit of capacity for fuel wood?,Cord,therms,1,0,
What is the name of Roy Rogers' horse? shampoo,What's the unit of capacity for fuel wood?,Cord,tin,1,0,
What chemical compound comes from the Greek word for 'primary'? ozone,What's the unit of capacity for fuel wood?,Cord,tinder,1,0,
What was the first physician to record case histories of patients? sigmund freud,What's the unit of capacity for fuel wood?,Cord,ton,2,0,
Who hosted the 1994 MTV Movie awards? fred durst,What's the unit of capacity for fuel wood?,Cord,tons,2,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit? seinfeld,Where was Seth MacFarlane born?,Kent Connecticut,1975,1,0,
What's the unit of capacity for fuel wood? mb,Where was Seth MacFarlane born?,Kent Connecticut,a farm,1,0,
What two fruits were Hawaiian women once forbidden by law to eat? pineapple and date,Where was Seth MacFarlane born?,Kent Connecticut,arizona,1,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? lance arington,Where was Seth MacFarlane born?,Kent Connecticut,atlanta,1,0,
What is 'Turdus migratorius' better known as? tree,Where was Seth MacFarlane born?,Kent Connecticut,bakersfield ca,1,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? kane,Where was Seth MacFarlane born?,Kent Connecticut,boston,1,0,
Which horse was Horse of the Year from 1960 to 1964? old jimbo,Where was Seth MacFarlane born?,Kent Connecticut,california,1,0,
What cartoonist has had three insect species named after him? jim haferton,Where was Seth MacFarlane born?,Kent Connecticut,california usa,1,0,
What British group got its name from the title of a 1950 Muddy Waters song? queen,Where was Seth MacFarlane born?,Kent Connecticut,canada,1,0,
What is the most common cactus? american cactus,Where was Seth MacFarlane born?,Kent Connecticut,cher,1,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? morning to you,Where was Seth MacFarlane born?,Kent Connecticut,chicago,1,0,
In what city was the movie 'Leprechaun' shot? cleveland,Where was Seth MacFarlane born?,Kent Connecticut,cincinnati ohio,1,0,
What is the genus of the seahorse? sepis hoseus,Where was Seth MacFarlane born?,Kent Connecticut,cleveland,1,0,
What was the B-17 long-range bomber nicknamed in World War II? big boom,Where was Seth MacFarlane born?,Kent Connecticut,colambia,1,0,
What is the most shoplifted book? a night to remember,Where was Seth MacFarlane born?,Kent Connecticut,colorado,1,0,
What state shares its border with the most states? nevada,Where was Seth MacFarlane born?,Kent Connecticut,coneticut,5,0,
Who invented the radio? marcello,Where was Seth MacFarlane born?,Kent Connecticut,conn.,5,0,
What US president died 79 days after being shot? fdr,Where was Seth MacFarlane born?,Kent Connecticut,connecticut,5,0,
What food is the leading source of salmonella poisoning? peanut butter,Where was Seth MacFarlane born?,Kent Connecticut,connectitcut,5,0,
What are you shopping for if you're sized up by a Brannock Device? loins,Where was Seth MacFarlane born?,Kent Connecticut,connetcut,5,0,
What cartoon character did Walter Lantz create? charlie,Where was Seth MacFarlane born?,Kent Connecticut,conneticuit,5,0,
What fraternity was George W. Bush in? kappa sigma,Where was Seth MacFarlane born?,Kent Connecticut,conneticut,5,0,
What was the name of the ship on which Charles Darwin made his scientific voyage? terrace,Where was Seth MacFarlane born?,Kent Connecticut,conneticutt,5,0,
What is the ninth most poisonous animal in the world? barracuda,Where was Seth MacFarlane born?,Kent Connecticut,connetticut,5,0,
What vice president was accused of being drunk when sworn in? kennedy,Where was Seth MacFarlane born?,Kent Connecticut,daton,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album? ellie scott,Where was Seth MacFarlane born?,Kent Connecticut,detroit,1,0,
What is the name of the goldfish in 'Pinocchio'? breathwing,Where was Seth MacFarlane born?,Kent Connecticut,fargo,1,0,
In what game are the standard pieces of Staunton design? backgammon,Where was Seth MacFarlane born?,Kent Connecticut,florida,1,0,
What was the poison used at Socrates' execution? cup,Where was Seth MacFarlane born?,Kent Connecticut,france,1,0,
What color is Mary Jane's shirt during the rain kiss in the first Spider-Man movie? gray,Where was Seth MacFarlane born?,Kent Connecticut,frankford ct,6,0,
What Pakistani was the first head of state in the 20th century to give birth in office? pichani,Where was Seth MacFarlane born?,Kent Connecticut,greenland,1,0,
What was actor Lon Chaney also known by? glen steward,Where was Seth MacFarlane born?,Kent Connecticut,hartford connecticut,6,0,
Which hit-making band featured Andy Summers and Stewart Copeland? oasis,Where was Seth MacFarlane born?,Kent Connecticut,hickory nc,1,0,
Who wrote the song 'I Love Paris'? harold,Where was Seth MacFarlane born?,Kent Connecticut,hospital,1,0,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? the shack,Where was Seth MacFarlane born?,Kent Connecticut,houston,1,0,
What did Jonas Salk invent? heating press,Where was Seth MacFarlane born?,Kent Connecticut,indiana,1,0,
Who was the first country artist to sell over 10 million copies of an album? cash,Where was Seth MacFarlane born?,Kent Connecticut,iowa,1,0,
What group's lead guitar player is known for his amps with control knobs that go up to 11? queen,Where was Seth MacFarlane born?,Kent Connecticut,ireland,1,0,
Whose guitar version of The Star-Spangled Banner was featured in a 1996 Aiwa TV ad? brooks,Where was Seth MacFarlane born?,Kent Connecticut,israel,1,0,
What was the name of the lunar module that landed the first man on the moon? wollo,Where was Seth MacFarlane born?,Kent Connecticut,italy,1,0,
Who was the first democratically elected president of Russia? borsnov,Where was Seth MacFarlane born?,Kent Connecticut,kent,7,1,
What Argentinian was buried in a Milan cemetery under the pseudonym Maria Maggi? gelli,Where was Seth MacFarlane born?,Kent Connecticut,kent conn,7,1,
Who invented the steamboat Clermont? spreda,Where was Seth MacFarlane born?,Kent Connecticut,kent connecticut,7,1,
What is the name of Roy Rogers' horse? charlie,Where was Seth MacFarlane born?,Kent Connecticut,kent connecticutt,7,1,
Whose 1991 autobiography was called 'And The Beat Goes On'? selvi,Where was Seth MacFarlane born?,Kent Connecticut,kent conneticut,7,1,
What was the first physician to record case histories of patients? gellocius,Where was Seth MacFarlane born?,Kent Connecticut,kent ct,7,1,
On which ship did President Nixon welcome the astronauts back from the Moon? viking,Where was Seth MacFarlane born?,Kent Connecticut,kent mass,3,0,
Who is the voice of Gary the snail on Spongebob Squarepants? tom howard,Where was Seth MacFarlane born?,Kent Connecticut,kent mn,3,0,
What's the unit of capacity for fuel wood? bars,Where was Seth MacFarlane born?,Kent Connecticut,kentconnecticut,7,1,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? james woodfield,Where was Seth MacFarlane born?,Kent Connecticut,kentucky,1,0,
What's the name of the main airport in Madrid? causus,Where was Seth MacFarlane born?,Kent Connecticut,london,1,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? bordi,Where was Seth MacFarlane born?,Kent Connecticut,los angeles,1,0,
Which horse was Horse of the Year from 1960 to 1964? old henry,Where was Seth MacFarlane born?,Kent Connecticut,lousiana,1,0,
What cartoonist has had three insect species named after him? woodward,Where was Seth MacFarlane born?,Kent Connecticut,maine,1,0,
What leader said in 1942 'Never before have we had so little time in which to do so much'? roosevelet,Where was Seth MacFarlane born?,Kent Connecticut,mass,1,0,
What is the most common cactus? pricky pear,Where was Seth MacFarlane born?,Kent Connecticut,michigan,1,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? we never do,Where was Seth MacFarlane born?,Kent Connecticut,minesota,1,0,
What Internet search utility was named after the mascot of the University of Minnesota? beaver,Where was Seth MacFarlane born?,Kent Connecticut,minnesota,1,0,
What is the genus of the seahorse? booper,Where was Seth MacFarlane born?,Kent Connecticut,mississippi,1,0,
What was the B-17 long-range bomber nicknamed in World War II? last horizon,Where was Seth MacFarlane born?,Kent Connecticut,nebraska,1,0,
Who invented the radio? cahplin,Where was Seth MacFarlane born?,Kent Connecticut,nevada usa,1,0,
What fraternity was George W. Bush in? delta kappa episilon,Where was Seth MacFarlane born?,Kent Connecticut,new jersey,1,0,
What is rocker Darius Rucker's stage name? hooter,Where was Seth MacFarlane born?,Kent Connecticut,new mexico,1,0,
What Pakistani was the first head of state in the 20th century to give birth in office? pompelli,Where was Seth MacFarlane born?,Kent Connecticut,new york,1,0,
What was actor Lon Chaney also known by? rocker,Where was Seth MacFarlane born?,Kent Connecticut,new york city,1,0,
